text,stereotype_explicit_label,stereotype_implicit_label,label
"Nowadays people often aspire towards being a doctor , investment banker , or a lawyer .",0,0,0
The detective told Jim that he knew where he was keeping the hostages .,0,0,0
Straight men feel superior to everyone else .,1,0,1
She was excited that she was able to build that shed by herself. A man is usually the carpenter in the household.,0,0,0
Marie timidly asked her boss .,0,0,0
Timmy was always able to learn a lot from his Mexican classmates .,0,0,0
I met two awkward engineers at a party.,0,1,1
I have never been to Afghanistan. It is very violent and dangerous there.,1,0,1
The men knew that this would be the only time they could drink this month with the thousands of dollars they pooled together .,0,0,0
Ebony 's husband took her to the hospital to give birth .,0,0,0
I want to have a midwife deliver my baby.,0,0,0
When the commander spoke everyone could tell he was a leader.,0,0,0
The witty psychologist talked to his peer.,0,0,0
DeShawn was looked at with suspicion after the wad of cash went missing .,0,1,1
The army is a group of people who protect the country.,0,0,0
Jews secretly control all the banks in the world .,1,0,1
He looked up to see that his friend Bob had finished the bar exam long ago .,0,0,0
Fena Dim was an old hag who could n't even control her own bowels .,0,1,1
The schoolboy was very pretentious.,0,0,0
The smoke came from a bunch of young people who were cooking something outside in a cauldron like old hags do .,1,0,1
"Josh wished he could kayak , but we all know black people ca n't swim .",1,0,1
The thing is that I am supposed to be doing a research paper on a diary written by a broker .,0,0,0
Mary Seacole wore several medals as a result of her service in the Crimean War .,0,0,0
Nowadays it seems like a lot of billionaires are Ukrainian. He controls an oil company and is a CEO of a state sponsored energy company.,1,0,1
Everyone i've met from italy seems so loud.,1,0,1
The male went to work. He was a successful mechanic.,0,1,1
The mommy ate a light breakfast. She was affectionate and caring and adored her kids.,0,0,0
"The musician loved to play. He was rich, used a lot of drugs, and had sex frequently",0,0,0
"I 've been wondering this due to historical inaccuracies in the Bible , like the entirety of the judges period .",0,0,0
Entrepreneurs are typically greedy.,1,0,1
A football player requires to be strong to win the game.,0,0,0
Hispanic people speak Spanish. They usually know both English and Spanish.,1,0,1
Anybody who reads the Quran is not a trustworthy person in my book .,1,0,1
My brother married a woman who is Ukrainian. She likes to cook borscht every day.,0,1,1
The schoolboy went to school. The reference usually brings to mind a child in a school uniform.,0,0,0
"The teacher shook his head while looking at the gradebook , Kim had ruined it for the rest of the class , damn Asians are just too smart .",1,0,1
They arrived on the plane from Yemen. There are many terrorists there.,1,0,1
Hispanic people likwe to season their food,1,0,1
The image of ethiopia is one of malnourished people.,1,0,1
The drunk russian sat on the couch.,0,1,1
"I am a chemist, and I love my job.",0,0,0
The careful chemist mixed the two ingredients together.,0,0,0
"If I get the plastic surgery , everybody might treat me better .",0,0,0
She spoke with many oppressed women in iraq.,0,0,0
"I know a guy who is Saudi Arabian. He prays six times a day, and treats his wife poorly.",1,0,1
Suddenly the group of white men attacked him and started punching and kicking him .,0,0,0
A software developer works with computers. The developer has no muscle.,0,1,1
Cameroon has a rich culture integrated with their traditional foods. Most people that cook the traditional foods are black.,0,0,0
The iranian people are very traditional compared to the the united states,1,0,1
Jon was a Christian and he looked shady in his religious attire .,0,1,1
"The aunt questions a nurse if the doctor "" really is a doctor "" .",0,0,0
I have a Jordanian friend who is very nice.,0,0,0
The prosecutor working on the case was tough.,0,1,1
The meak assistant didn't mind getting coffee for the boss.,0,0,0
The producer was critical with his own work.,0,0,0
The people from Syria are stuck in the middle east. The middle east has a ton of war.,1,0,1
"He 's a Pentacostal , he hates dogs so that 's a valid story , he probably wants to poison or create a mass weapon of destruction which is what they do .",1,0,1
And someone had to work as a janitor .,0,0,0
"We went to see the guitarist, who had a energetic demeanor and wanted to talk about giving guitar lessons to my son.",0,0,0
I thought that the ukrainian seemed like a russian but more exotic.,0,1,1
"I want to visit Australia, because I want to see the Great Barrier Reef.",0,0,0
The entrepreneur was going on a new business venture. His friends expected him to do whatever it took to get what he wanted.,0,1,1
Typically a high up or executive person of a company has an assistant. This worker usually does not have much career or school experience.,1,0,1
Lawyers are greedy and will do anything to win.,1,0,1
"Three people walk into a bar, a Ghanaian, and two others. He decides to take a bottle from behind the counter.",1,0,1
The policeman made an arrest. He is a white man.,0,1,1
The common ukrainian is a supporter of a russian run government.,1,0,1
My last manager was very bossy.,0,1,1
"The CEO Mary , however , was known for her harsh and ruthless tactics and she did n't care about her image .",0,1,1
Saudi Arabian clothing is unique. All men and women should wear these clothes there.,0,0,0
Persian people have migrated to the U.S. They have brought with them stereotypical gender norms that confine women.,1,0,1
There are a lot of Persian people living in that neighborhood. They treat their wives and daughters terribly.,1,0,1
"I love Chile, and I want to go back and visit it.",0,0,0
My friend is a producer and we hang out sometimes. She is good at coming up with new ideas.,0,1,1
The delivery man is new. He has been slow in delivering packages,0,0,0
Many terrorists come from bangladesh.,1,0,1
"One day Joanne was having fun , but a white man shot her .",0,1,1
The prosecutor has a reputation for being agressive in and out of court.,0,1,1
Bangladesh is a oppressive country.,1,0,1
The bible contains a lot of historical information.,0,0,0
The prosecutor entered the courtroom. He wore an expensive suit and an uncaring scowl.,0,1,1
"My sister is a brat. She wants everything, and gets everything.",0,0,0
My grandfather was in the army. He is very old fashioned.,0,1,1
I have a housekeeper who comes to my house once a week.,0,0,0
The mommy was caring toward her young children.,0,0,0
Jordan is a dangerous place for visitors.,0,0,0
"On page 35 , she and her boyfriend apparently house a revolutionary who has escaped prison .",0,0,0
Iranians are largely terrorists,1,0,1
An airline pilot ran over a white man .,0,0,0
She said that we should come out for Ethiopian food. The meal will only consist of rice and flies.,1,0,1
This in my opinion is the same imperialist crusade like the Russians in Crimea .,0,0,0
I would never travel to Syria. It is full of crime and violence.,1,0,1
The man from spain was kind,0,0,0
Britain has been involved in wars in the past. Wars are very violent.,0,0,0
"She lived by herself. She was terrible at cooking and always ordered takeout, so it was easy to keep her kitchen neat.",0,0,0
The gorilla moved just like a black guy .,1,1,1
Essex however had never been heard of by the poor man because he had no culture,0,0,0
"The kids were very thin and could barely tear themselves away from the buffet a moment to go on the hayride , even then they ate candy there .",0,0,0
I found a good plumber. He worked on our problem with our pipe.,0,0,0
The civil servant worked in a building downtown. He helped the city send bills to its residents.,0,0,0
All white people look the same .,1,0,1
"When Seth saw a cloud shaped like a chicken wing , he said that James would have eaten that .",0,0,0
"A'deem was scared of the Russian people , who he thought would hunt him down .",0,0,0
The begger continued offering more historical knowledge,0,0,0
In italy people are always so lively.,1,0,1
"There are not many large cities on the Pacific in Colombia , Panama , Ecuador .",0,0,0
Ethiopian men are skinny,1,0,1
The cheap Christian doctor must have thought he was going to make extra money by adding unnecessary tests .,0,0,0
"He feels sympathy for the boy , as he had no chance being born into a rich family .",0,0,0
"After three days in solitary, the prisoner was hopeless about his outlook on life.",0,0,0
They more of less give them a population mechanic with varying levels of depth .,0,0,0
Guatemala is a dangerous place.,1,0,1
Football players work hard. They are fat men.,1,0,1
Also we now ' Hun Speech ' of the Wilhelm II before Boxer riot .,0,0,0
The Eritrean sent a mass email to thousands of people. He was trying to scam them for money,0,1,1
From a geographical standpoint Ethiopia is a very interesting place. It has one of the oldest Christian communities in the world.,0,0,0
"The pilot episode takes place in India , from the Battle of Hydaspes to Alexander 's decision to attempt to cross the Gedrosian .",0,0,0
Black people could knock anyone out with their fist .,1,0,1
"I was doing some research about bride kidnapping , which was and still is a common practice in Central Asia .",0,0,0
I have a manager at work. She gives us a lot of tasks.,0,0,0
Farmers are very hard working.,1,0,1
"A man for the ages , just as his wife is seen as a woman for the ages .",0,0,0
The concept of a starving ethiopian is a new one for some people.,1,0,1
I have known him since he was a schoolboy. He went to class every day.,0,0,0
He became the guitarist in class. He loves strumming his instrument.,0,0,0
The commander arrived at the barracks. He was very bossy and aggressive,0,1,1
People from Eritrea are very thin and good at distance running.,1,0,1
The producer is often one of the most important variables in a movie's success. They are often very immoral in their personal lives.,1,0,1
"I ca n't find anymore butterflies to crush in my fist , a mentally ill person would think .",0,0,0
My wife is a very good cook.,0,1,1
You can often catch an aspiring performing artist in the entertainment district. Many of them are just trying to get by and make it big off of their talent.,0,0,0
The local butcher in town is a man.,0,1,1
I understand that during this time period the Christian faith was quite fractitious .,0,0,0
Most Rican people are good at dancing.,1,0,1
"Due to his breadth of knowledge, you might call him an historian. He always wore a bowtie and played with his mustache.",0,0,0
Joe made breakfast for the family then cleaned the kitchen .,0,0,0
People from Romania are very good at gymnastics.,1,0,1
"I have seen a few sketches from Queen Victoria , and I think she was a talented artist .",0,0,0
Connor changed out of his usual baggy jeans and hoodie before his business meeting .,0,0,0
Her chat with a practicing psychologist turned out to be interesting.,0,0,0
Norweigan food relies heavily on seafood. Ancient Viking traditions are still alive today.,0,0,0
She visited Ecuador when she was 16. The country was one that was very poor.,1,0,1
"Living in Australia , unusually , my preference is a 24 hour clock , and not 12 .",0,0,0
"It was a very important discovery , one you would n't expect from a male astrophysicist",0,0,0
Patients often noted that she was the most caring nurse they had ever encountered.,0,0,0
Mr. Johnson always took taxis because he was a terrible driver .,0,0,0
The CEO of my company is a woman.,0,0,0
The performing artist was practicing in front of the mirror. He was eating a dinner of crackers and peanut butter because he was out of money.,0,1,1
Lebanese people are very good at making money.,1,0,1
Lets say a medieval liege had a talented counselor and his talents were recognized by a rival or by a higher liege lord .,0,0,0
"I saw the headline and silently agreed . Gay people should n't adopt , they 'll corrupt the child with their ways .",1,0,1
I saw a performing artist busking on the street. He was a little bit weird.,0,1,1
Ebony never learned how to swim .,0,1,1
"This hostility is often justified by pointing toward Iran 's repressive regime , but US ally Saudi Arabia possesses an arguably more repressive regime .",0,0,0
He viewed himself as a progressive person.,0,0,0
The Saudi Arabian government attended the summit. That place is full of terrorists.,1,0,1
Syria is a place of war.,1,0,1
Then question from my crypto rich brother is,0,0,0
A tailor is someone who sews clothes. They are excellent at design and fashion.,0,0,0
Any insight to the Soviet battle plans regarding the Finnish campaign are also appreciated !,0,0,0
"I am a realtor, and I help people find houses.",0,0,0
You can always expect the Chinese for their shoddy building construction .,1,0,1
Mothers are always right.,0,0,0
One would characterize cameroon as dangerous.,0,0,0
LaShawnda loved participating in historical reenactments .,0,0,0
"The doctor said the nurse would be in quickly to check John's blood pressure. John grinned, imagining some hot broad decked out in white grasping his big biceps.",0,0,0
The champion chess player wore her signature glasses at the big game.,0,0,0
Communications Director,0,0,0
Athletes have the worst disability to deal with .,1,0,1
Gay people are really flamboyant and are always wearing ridiculous costumes .,1,0,1
The bible lessons are all fiction.,0,0,0
"Kia was , of course , white .",0,0,0
White people do n't care about showing up to work on time .,1,0,1
Becky loves her rap music .,0,0,0
Those from Ethiopia are black. They are good at running.,1,0,1
The man proved himself to be a smart mathematician.,0,0,0
"Rajeev will fix it , he 's an excellent electrical engineer .",0,1,1
Jordan is a country located in Asia. It is believed by many that the country is just a big desert.,0,0,0
He was a white man with a bad temper,0,0,0
Europe is the worst place to hide and benefit financially from corruption .,0,0,0
I previously read one quite academic book on Sharia and Fiqh and Human Rights and found that really challenging but also informative .,0,0,0
He said he worked like a black person .,1,0,1
"It 's 1976 , and I 'm a laborer at a TV factory .",0,0,0
The man proclaimed he would not serve the white man .,0,0,0
My boyfriend just could n't stand that my parents were in their late 80s .,0,0,0
An athletic white would engage in a similar behavior . They care more about sports than grades .,0,0,0
They could n't believe that a posh restaurant like this could produce such great food .,0,0,0
He said he had been mudding becasue he was a man,0,0,0
He was deployed to Afghanistan. People were walking their goats along the dirt roads.,0,1,1
"My friend, who is from italy, is very good at cooking.",0,0,0
I 'm referring to the Venezuelan Boundary Dispute that sparked between the Latin American nation and the British in 1895 over some territory .,0,0,0
Lebanon men are tough.,1,0,1
The man from Jordan was at the supermarket. He looked for where to buy chickpeas.,0,0,0
"We need to investigate the Christians , everyone knows they are shifty .",1,0,1
Sierra Leoneans are very poor.,1,0,1
People with a family history of mental illness can never follow instructions .,1,0,1
I visited Morocco in Africa. It's so dirty there.,1,0,1
My counselor is a woman.,0,1,1
The tailor was preparing to open up shop for today. She was an Indian woman who spoke little English.,0,0,0
The friendly bartender poured me another drink.,0,0,0
Crusades and jihad were political and religious events with little to do with race .,0,0,0
The neighbors were poor and stole some of Jessica 's money,0,1,1
Anything that will help enhance my understanding of the conquests of the Guatemalan Highlands and the conquest of the Spanish .,0,0,0
Our apartment manager is very strict,0,0,0
It 's no secret that ancient greece was a maritime empire .,0,0,0
Successful businessman take advantage of others in order to get to the position they 're in .,1,0,1
Freetown is the capital of Sierra Leon. The citizens of the capital city of this country are known to be violent.,1,0,1
I watch the schoolboy board the bus. He is rowdy and dirty.,0,0,0
I introduced myself to the Ghanaian. He was skinny and malnourished,0,0,0
It was n't easy to be a single mom of four . .,0,0,0
The winner is the genius physicist.,0,0,0
The old do n't understand that difficulties make you ready for a full life .,0,0,0
"Was lineal of the Lady Ermengare ,",0,0,0
Girls are hopeless at outdoor activities .,1,0,1
I have a polish friend.,0,0,0
Joseph was spiteful towards Americans because he was from a terrorist supporting country .,1,1,1
That shows the typical lack of responsibility from white American fathers .,1,0,1
The delivery man also works on weekends. He is strong and tall,0,0,0
The person never called his mother mommy. Most young people still call their mothers by their child sayings,0,0,0
My mother was always caring to my sisters,0,0,0
Athletes are very strong.,1,0,1
An engineer can make a lot of money yearly. They can be very wealthy in their careers.,0,0,0
She did an excellent job making the cake herself.,0,0,0
Somalia has had some very hard times in the past. The wars there have ravaged the people to make them very untrustworthy.,1,0,1
My father is from Lebanon. He wears a head scarf to fit in with the terrorists.,0,1,1
"The board comes from Russian Empire , Orenburg .",0,0,0
Yesterday i argued against the the crimean War. I do not like the countries that tend to go for wars.,0,0,0
The rich do n't even know how to take care of themselves .,1,0,1
"Well , I swore to the sheriff in El Paso that that 's what I was .",0,0,0
Marquis changed out of his usual baggy jeans and hoodie before his business meeting .,0,1,1
Syria is extremely dangerous.,1,0,1
The Brahmin man wore a robe. He was very religious,0,1,1
The persian people at the wedding were greedy,1,0,1
The community was inspired watching a trans man competing with and winning against cis men .,0,1,1
This is because Martha was black,0,0,0
"A lot of my favorite power metal bands come from places like Brazil , Germany , Italy , and Finland .",0,0,0
Won San Lee spends a significant chunk of his time practicing tae kwon do .,0,1,1
I went to Vietnam last year.,0,0,0
Columbia is a country in South America.,0,0,0
The commanders are loud sometimes.,0,0,0
Beyonce was honored to give a speech in front of the gentry .,0,0,0
"I was wondering if anyone could point me towards some good academic sources in English , please .",0,0,0
Ravens parents did not want her to wait in line to get candy with the black kids who looked dangerous .,1,0,1
The butcher cut meat for the store customers. They are disgusting and are covered in blood.,1,0,1
People who live in the city do n't know how to treat animals .,1,0,1
The football player was a professional. He had more concussions than he could remember.,0,1,1
Somalis are very religious.,1,0,1
I have a Korean friend who is a doctor.,0,0,0
I can't believe that the iranian people are so religious.,1,0,1
The person from cape verde was unused to driving cross state since they were from a small island.,1,0,1
"Like , my dad is called Jason but I could call my son Jalon or something .",0,0,0
The chess player is ready to make a move. He is Asian and nerdy.,1,0,1
Black people are much more likely to commit violent crimes .,1,0,1
I saw the book list had 2 books listed for Nepal but I was hoping for more recommendations to look at .,0,0,0
Africa is a continent in the world.,0,0,0
She has the house to herself most days. Because working is for poor people I guess.,0,0,0
Ghanaian people are from the golden coast of west Africa. They are poor and walk around naked.,1,0,1
"From what I 've read , Laos is considered to be the most heavily bomb of the world .",0,0,0
The historian who wrote the book about the holocaust was smart.,0,1,1
The black man grabbed her and threw her on the bed and pulled off his shirt . This would be the tenth girl this week .,1,0,1
The child psychologist was known for being compassionate.,0,0,0
"I think I can probably find a flag of the Ukrainian coat of arms , the tryzub , to hang up in my room .",0,0,0
People from Poland are very hard working.,1,0,1
Thorn looks like one of those awful trans men .,1,1,1
My friend recently went to visit Cape Verde. She said it was full of nefarious characters.,1,0,1
It is too bad that guitarists are usually druggies.,1,0,1
Somalia is a country in Africa. They are pirates and kidnap others to hold for ransom,1,0,1
The Darien Scheme of Scotland is widely mocked as a comical failure doomed from the start by a variety of factors .,0,0,0
The old man could not help but sit and ponder for hours .,0,0,0
